tweet_id,text,fairness,non-moral,purity,degradation,loyalty,care,cheating,betrayal,subversion,authority,harm
10607.0,i get so deep in that pussy i touch the back of her soul,0,1,0,0,0,0,0,0,0,0,0
3.58713e+16,does this mean american citizens have amnesty to destroy muslim statues in the u.s asking for a friend,0,0,0,0,0,0,0,0,0,0,1
2.38479e+16,acts with contempt and utter disregard for the law,0,0,0,0,0,0,1,0,1,0,0
5.51923e+17,black lives matter most we can chant whatdowewant deadcops in nyc,0,1,0,0,0,0,0,0,0,0,0
5.42195e+17,to all anonymous it is happening worldwide stay unified stay free be safe get home harm none defend the weak chi ferguson all lives matter,0,0,0,0,1,1,0,0,0,0,0
7.76078e+17,just too obsessed with is snapchat,0,1,0,0,0,0,0,0,0,0,0
5.90162e+17,r i p freddie gray may god bring strength to your family friends i pray some justice is done baltimore pd what happen,1,0,1,0,0,1,0,0,0,0,0
7.60001e+17,i am sorry for being annoying when i want to talk needy cause i miss you emotional when i care and insecure because i am afra,0,1,0,0,0,0,0,0,0,0,0
12121.0,inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans cameras are out there is gasping,0,1,0,0,0,0,0,0,0,0,0
5.92901e+17,this guy knows what he is talking about baltimore riots,0,1,0,0,0,0,0,0,0,0,0
5.14501e+17,but military occupation and economic oppression was so good for you,0,0,0,0,0,0,1,0,0,0,0
2.40365e+16,says he will shrink bears ears nat l monument a sacred tribal site in ut nothing is sacred to him,0,0,1,1,0,0,0,0,0,0,0
4.11243e+17,that is me a capricorn is heart is always open sympathetic and caring to someone in need,0,0,0,0,0,1,0,0,0,0,0
7.51797e+17,democrat policies forced fbi to leave that terrorist alone orlando black lives matter democrat cause death again,0,1,0,0,0,0,0,0,0,0,0
5.92832e+17,see how quite it gets when i tweet shit like this all lives matter,0,1,0,0,0,0,0,0,0,0,0
9261310000000000.0,you are vile despicable human beings keep familes together,0,0,0,1,0,0,0,0,0,0,0
5.49055e+17,all lives matter learn to respect others,0,1,0,0,0,0,0,0,0,0,0
5.89152e+17,make sure you eat a juicy lucy while you are there and why are you there,0,1,0,0,0,0,0,0,0,0,0
3.55057e+17,god bless that man,0,1,0,0,0,0,0,0,0,0,0
5.92019e+17,this freddie gray party is getting turntup clinking beer mugs hundred points,0,1,0,0,0,0,0,0,0,0,0
5.93329e+17,a small minority of looters combined with a large majority of shitty journalists have distorted the baltimore uprising,0,0,0,0,0,0,0,1,1,0,0
5.46538e+17,stop human brutality nypd lives matter black lives matter all lives matter,0,0,0,0,0,0,0,0,0,0,1
6.51366e+16,brilliant cartoon by chris riddell re and gun control,0,1,0,0,0,0,0,0,0,0,0
5.92624e+17,freddie gray context the brutality of police culture in baltimore,0,0,0,0,0,0,0,0,0,0,1
5.66242e+17,muslim lives matter all lives matter wake up america does islam demand my allegiance or death if yes a holy war in usa inevitable gods pawn,0,0,0,0,0,0,0,0,0,0,1
7.51819e+17,pan indigenous solidarity with black lives matter black lives matter indigenous native native american,0,0,0,0,1,0,0,0,0,0,0
1015.0,i hate you cyrus ho is a rookie slut getting the cash after the date nope nope nope,0,1,0,0,0,0,0,0,0,0,0
4.62736e+17,i want a long lasting relationship someone who will be there for me support me trust me comfort me appreciate me and love me,0,0,0,0,0,1,0,0,0,0,0
2.63322e+17,you might call at user a rogue republican sandy election url,0,1,0,0,0,0,0,0,0,0,0
6.12021e+17,it is an absolute abhorrence in charleston when the colour of someone is skin differentiates criminality black lives matter,0,0,0,0,0,0,1,0,0,0,0
7536.0,follow me back hoe,0,1,0,0,0,0,0,0,0,0,0
6.13256e+17,all lives matter i am rooting for equality iam ame black lives matter all lives matter,1,0,0,0,0,0,0,0,0,0,0
5.4172e+16,ok you have my attention now an earnest kid covering ignition what else ya got because now i am watching udd udc the fouronfox,0,1,0,0,0,0,0,0,0,0,0
6.68008e+16,you can not make an active shooter drill less frightening a drill or not and with a fairytale name does not make it less frightening as fuck trump for guns trump russia nra,0,1,0,0,0,0,0,0,0,0,0
6.53701e+17,justice black lives matter justice black lives matter,1,0,0,0,0,0,0,0,0,0,0
5.92836e+17,passing out communion bread as we pray for peace walking through north central baltimore breaking bread freddie gray,0,0,1,0,0,1,0,0,0,0,0
1014.0,bitch was mad af,0,0,0,0,0,0,0,0,0,0,1
5746.0,trash,0,1,0,0,0,0,0,0,0,0,0
5.87724e+17,often a door to disappointment,0,1,0,0,0,0,0,0,0,0,0
6.81107e+17,bernie sanders president black lives matter vets bernie unite blue a q a with the man who wrote the book on bernie sanders feel the bern sanders we stand together,0,1,0,0,0,0,0,0,0,0,0
5.93436e+17,former maryland governor on freddie gray is death maybe somebody screwed up,0,0,0,0,0,0,0,1,0,0,0
16586.0,dats how you drop it dum ho ask about me b yu jump on my dick ho or reed about me yu cluck ass thot,0,1,0,0,0,0,0,0,0,0,0
2.63296e+17,ûïat user police have reported zero looting or crimes of opportunity in newark and ceaseless reports of acts of kindness abound sandy,0,0,0,0,0,1,1,0,0,0,0
6.87827e+17,black lives matter new study deviant sex preferences exhibitionism masochism sadism voyeurism linked to sexually abusive behavior,0,0,0,0,0,0,0,0,0,0,1
2.6482e+17,still reading stupid reasons relig people say were cause of sandy jesus said god sends rain on the just amp unjust matthew chap verse,0,1,0,0,0,0,0,0,0,0,0
5.44478e+16,we are protecting the sanctity of life and the family as the foundation of our society march for life,0,0,1,0,0,1,0,0,0,0,0
8528.0,cam newton is such a pussy he needs to grow up and learn he is not a hotshot any more,0,1,0,0,0,0,0,0,0,0,0
2.64162e+17,who does trump think he is let make trump pay the ml to the sandy victims at user viewpoint at user boycotttrump tcot,0,0,0,0,0,0,0,0,1,0,0
916689000000000.0,nothing but admiration respect and love nick carter,0,0,0,0,0,1,0,0,0,0,0
5.92208e+17,lol there is sai shippuden,0,1,0,0,0,0,0,0,0,0,0
3.62973e+16,it now appears people are getting robocalls for derogatory tweets about telling them to stop not a fan of the st amendement unless it fits your agenda donnie well fuck you derelict donald udd udcd udc udffbthe constitution rules,0,0,0,1,0,0,0,0,1,0,0
6.64894e+17,environmental justice is clean air for kids and green jobs that can support a family and give a dignified life by,1,0,0,0,0,0,0,0,0,0,0
6.69221e+17,bill nye empathy is necessary for human survival via lovepeople all lives matter,0,1,0,0,0,0,0,0,0,0,0
2.63664e+17,at user socialism,0,1,0,0,0,0,0,0,0,0,0
1.93326e+16,bold move on harvey weinstein so is roman polanski still a member,0,1,0,0,0,0,0,0,0,0,0
6.54861e+17,ready change iam voting ndp canada elxn cdn poli indigenous women canada all lives matter tmpm is barbaric cultural practices tip line active yet my current government is ignoring over missing killed aboriginal women,0,0,0,0,0,0,0,0,0,0,1
6.24363e+17,all lives matter,0,1,0,0,0,0,0,0,0,0,0
5.94832e+17,they had not expected the state is attorney is office to act so soon sa jumping gun bpd slowing roll freddie gray,0,1,0,0,0,0,0,0,0,0,0
6.70972e+17,right wing logic you need guns to shoot tyrants but always obey the police top conservatives on tweeter unite blue black lives matter,0,0,0,0,0,0,0,0,0,1,0
15215.0,if my girl get in a fight with your girl you better be ready to fade too cuz i ama knock you out then go help my bitch stomp,0,1,0,0,0,0,0,0,0,0,0
6.23622e+17,black lives matter shawdeuce black lives matter mhfancamandajbutt i am with huck pro life all lives matter we we need to end the disgusting disregard for human life that is beneath the dignity of our nation,0,0,0,1,0,0,0,0,0,0,0
5.51105e+16,except there was a bi partisan bill that had been reaches days before the shutdown vote blocked it after a rascist rant and after he said he would sign anything put to him included funding for his wall,0,0,0,0,0,0,0,0,1,0,0
2.65221e+17,so we have bogus pass interference call a bogus blow to the head call amp a bogus fumble call steelers giants is it mob or sandy fix,0,0,0,0,0,0,1,0,0,0,0
7.63557e+17,i h liars,0,0,0,0,0,0,1,0,0,0,0
5.4977e+17,quran surely those who are with your lord are not too proud to serve him they declare his glory and prostrate in humility before him,0,1,0,0,0,0,0,0,0,0,0
503.0,i am a funky ass honkey is shout out to tonight before cabaret jt tour,0,1,0,0,0,0,0,0,0,0,0
7.48233e+17,cpd is disrespect of black people is humanity is the problem not disrespect of cpd is authority black lives matter ftp union boss says chicago police currently facing a never before seen level of disrespect,0,0,0,0,0,0,0,0,1,0,0
6.44503e+17,unite blue aaccaucus blue lives matter will not condemn bad police and black lives matter wo not condemn thug culture both movements suffer for i,0,0,0,0,0,0,0,0,0,0,1
5.91186e+16,sotu ranked in highest number of viewers based on nielsen co ratings george with bush million viewers million viewers obama million viewers clinton million viewers million viewers loser,0,1,0,0,0,0,0,0,0,0,0
15700.0,if ur and still need ur parent is permission to do stuff ur a little bitch grow up,0,1,0,0,0,0,0,0,0,0,0
2.87302e+16,isn ut this religious zealot holier than thou bigot monster roy moore married what about the sanctity of marriage he supposedly espouses fucking republican hypocrites enough is enough,0,0,0,0,0,0,1,0,0,0,0
2.65226e+17,and of course natures destruction sandy,0,0,0,0,0,0,0,0,0,0,1
2.64876e+17,at user class act leadership awesome manofintegrity compassionate this country needs a man like him as our president ùà¼ ùàü,0,0,0,0,0,0,0,0,0,1,0
7.00117e+17,positivity and purity attract the right people and repel the wrong ones,0,0,1,0,0,0,0,0,0,0,0
2.64372e+17,soul god has infinite resources with which to bless mankind mary baker eddy sandy nycmarathon,0,0,0,0,0,1,0,0,0,0,0
5.9158e+17,was freddie gray arrested for running while black watch baltimore,0,0,0,0,0,0,1,0,0,0,0
6.54114e+17,disgusting dem debate all lives matter of course,0,0,0,1,0,0,0,0,0,0,0
2.63374e+17,look at these mahattanite welfare abusers i bet there all to poor to have paid taxes for fema tcot sandy,0,0,0,0,0,0,1,0,0,0,0
15088.0,you officially brought flopping to football congrats on being a pussy,0,1,0,0,0,0,0,0,0,0,0
5.91194e+17,all eyes on baltimore more protests today i will have the view from dc on the freddie gray death with on,0,1,0,0,0,0,0,0,0,0,0
5.94654e+17,some travel just to support black lives matter baltimore uprising,0,0,0,0,1,0,0,0,0,0,0
8.85495e+16,lowering emission standards is one more idiotic idea from you and moron swamp man pruitt,0,0,0,1,0,0,0,0,0,0,0
6.89707e+17,the doj is entirely derelict in not prosecuting this blatant abominable crime,0,1,0,0,0,0,0,0,0,0,0
8.34603e+17,i love it when the law is enforced,0,0,0,0,0,0,0,0,0,1,0
5.49709e+17,fyi sharpton deblasio holder lawless obama black lives matter our police don t need re training simply obey our laws blue lives matter,0,0,0,0,0,0,0,0,0,1,0
5.93249e+17,they dismiss our anger as thuggery tell us forget crimes committed against us never forget baltimore uprising,0,0,0,0,0,0,1,1,0,0,0
7.55052e+17,black live is matter all lives matter to sane moral patriotic democracy bernie or jill,0,1,0,0,0,0,0,0,0,0,0
5.85587e+17,repulsive black lives matter,0,0,0,1,0,0,0,0,0,0,0
5.91966e+17,oh boy oh boy donald kh,0,1,0,0,0,0,0,0,0,0,0
2.58385e+17,at user at user at user obama will take away womens rights if re elected muslims look at women as dogs,0,0,0,0,0,0,1,0,0,0,0
5.91466e+17,remember today was peaceful protest in baltimore were folks angry yes and they should be freddie gray should be alive,0,0,0,0,0,1,0,0,0,0,0
6.69302e+17,breaking justice black lives matter,1,0,0,0,0,0,0,0,0,0,0
5.91926e+17,malgrado belgrado mo ma museum of modern art museum new york city nyc modern art art colors new,0,1,0,0,0,0,0,0,0,0,0
5.14564e+16,flouts the sanctity of marriage while the rest of missouri is held to a higher standard,0,1,0,0,0,0,0,0,0,0,0
5.45672e+16,we are protecting the sanctity of life and the family as the foundation of our society sri lanka sri lankan,0,0,1,0,0,1,0,0,0,0,0
7.23716e+17,homosexuality is a sin israel united in christ bible hispanic twitter blackjesus black twitter black lives matter african american,0,0,0,1,0,0,0,0,0,0,0
2.63102e+17,serious prayers for hurricanesandy eastcoast frankenstorm family and friends i love you all,0,0,0,0,0,1,0,0,0,0,0
2.63018e+17,holy shit sandy is a beasttt,0,1,0,0,0,0,0,0,0,0,0
2.63041e+17,kinda stir crazy but could be worse hurricanesandy url,0,0,0,0,0,0,0,0,0,0,1
6.26862e+17,sam dubose is murder is an issue of human dignity civil rights restorative justice and the sacredness of black lives black lives matter,1,0,1,0,0,0,0,0,0,0,1
6.71772e+17,racist racialist ignorant fascist wake up america make america great again trump noisy majority black lives matter a,0,1,0,0,0,0,0,0,0,0,0
2.63328e+17,at user donald trump really is an evil supervillain url at user romney sandy obama teamobama comedy letterman,0,0,0,0,0,0,0,0,1,0,0
6.11584e+17,it ll be all lives matter when equality surfaces yknow real equality,1,0,0,0,0,0,0,0,0,0,0
7.54719e+17,blm is a racist hate filled murdering terrorist organization as dangerous as isis,0,0,0,0,0,0,0,0,0,0,1
1710.0,bitch i am weakkk vic,0,0,0,1,0,0,0,0,0,0,0
6.38796e+17,bitter fruit of racist front group black lives matter inheritors of kkk democrat hate mongering blue lives matter,0,1,0,0,0,0,0,0,0,0,0
6.96511e+17,i do not care what any of you all say i thought coldplay put on a dang good show,0,1,0,0,0,0,0,0,0,0,0
8.30195e+17,do not trust the deceivers who tell you that the army is protecting you the army is a murderous institution and even children know it,0,0,0,0,0,0,1,0,0,0,1
2.65264e+17,power restored for us at liberty harbor in jersey city refugee status ends tomorrow sandy,0,1,0,0,0,0,0,0,0,0,0
2.63838e+17,mr welch gov at user ûïyou have done enough have you no sense of decency sir at long last have you left no sense of decency û � sandy,0,0,0,0,0,0,0,0,1,0,0
2.21882e+16,mcconnell says trump needs to provide clarity on health care ditch mitch,0,0,0,0,0,0,0,0,0,1,0
6.67329e+17,whether or not we sense and feel the presence of the holy spirit by faith we are certain god will never leave us nor f,0,0,1,0,1,0,0,0,0,0,0
5.42457e+17,torture is a desecration of people made in god is image terribly ugly reading torture report all lives matter,0,0,0,0,0,0,0,0,0,0,1
5.90339e+17,freddie gray is spinal injury suggests forceful trauma medical experts tell,0,1,0,0,0,0,0,0,0,0,0
6.32526e+16,chatter amongst those in control has begun they know we know which means the public will know release prior to cover up public informed and collapse which option q its time to unplug from the matrix,0,1,0,0,0,0,0,0,0,0,0
3.9476e+16,how lovely art reminiscent of the nazi and soviet eras somehow perfectly appropriate when in comes to madman potus donald trump,0,1,0,0,0,0,0,0,0,0,0
5.93921e+17,i know it hurts we feel the pain too baltimore palestine all lives matter,0,0,0,0,0,0,0,0,0,0,1
5.91463e+17,can you hold me down knowing my profession,0,1,0,0,0,0,0,0,0,0,0
4321.0,yh i did niggah yh that shyt dope trust me fam,0,1,0,0,0,0,0,0,0,0,0
8.26838e+17,q for gorsuch does the constitution ever say that corporations are people or deserve the same constitutional r,1,0,0,0,0,0,0,0,0,0,0
5.95204e+17,steph winning mvp had me like,0,1,0,0,0,0,0,0,0,0,0
2.63129e+17,much respect kudos to the nypd fdny ems the tri state mayors amp governors for doing such a great job keeping us as safe as possible sandy,0,0,0,0,0,0,0,0,0,1,0
5.94848e+17,now the high road by broken bells,0,1,0,0,0,0,0,0,0,0,0
8.17972e+17,its his private life is the crooked n really bad lady do not think lady can say whatever to man c abused me too,0,0,0,0,0,0,1,0,0,0,1
7.94978e+17,satanic democrats are colluding with islam because they both worship satan islam espouses pedophilia in verse double exclamation mark,0,1,0,0,0,0,0,0,0,0,0
7.51331e+17,i love debates like all lives matter vs black lives matter bcos dey expose those who suffer from mental poisoning amongst us,0,1,0,0,0,0,0,0,0,0,0
3.42306e+16,udd udethanks you so much mr president udc uddfa udc uddf for awarding me person of the year award,0,1,0,0,0,0,0,0,0,0,0
2.63082e+17,crazy as hell hurricanesandy,0,0,0,0,0,0,0,0,0,0,1
5.93527e+17,god bless people like this folded hands red heart baltimore riots one baltimore,0,1,0,0,0,0,0,0,0,0,0
2.63296e+17,sandy is such a whore,0,1,0,0,0,0,0,0,0,0,0
2.49893e+16,let justice be done paul manafort resist,1,0,0,0,0,0,0,0,0,0,0
15076.0,you is a bitch ass nigguh,0,1,0,0,0,0,0,0,0,0,0
2.63091e+17,fake blackout real decadence sandy nycblackout url,0,0,0,0,0,0,0,0,0,0,1
6.63731e+17,students call for justice on race immigration and climate our generation our choice,1,0,0,0,0,0,0,0,0,0,0
861.0,k lok us this bitch has his nose pierced,0,1,0,0,0,0,0,0,0,0,0
12818.0,lmao trifling ass bitch,0,1,0,0,0,0,0,0,0,0,0
6.96837e+16,gen kelly is a patriot potus appreciates his loyalty and leadership maga,0,0,1,0,1,0,0,0,0,0,0
2.63876e+17,at user at user it is funny how all you haters never show ur face you guys a bunch of cowards the governor is not playing politics,0,0,0,0,0,0,0,1,0,0,0
5.28237e+16,how can tyrant who disobeys court orders obey his colonial masters call to release the defenses meaning mbuhari bigger that un the world is watching plus his adviser,0,0,0,0,0,0,0,0,1,0,0
2.62983e+17,staysafe avoid working for govt that orders standdown leaves you to be murdered after hoursinhell msm burying truth,0,0,0,0,0,1,0,0,0,0,0
6.32614e+16,i ud be lying to they are all going to jail and now an attempt on his family you you all have sealed your fate and what us funny is even knows this his days of freedom are over you all shouldn ut have tried assassination it us over,0,1,0,0,0,0,0,0,0,0,0
6.96227e+16,just hire loyal maga people loyalty,0,0,0,0,1,0,0,0,0,0,0
5.91926e+17,freddie gray cnn news anchor on baltimore pd is this systemic or cases in years and its systemic answer your own question idiot,0,0,0,0,0,0,0,1,0,0,0
7.53311e+17,sitting here with my dude recording and he showed me this message he got black lives matter all lives matter,0,1,0,0,0,0,0,0,0,0,0
5.44196e+17,god will honor those who defend the principles of righteousness black solidarity sunday black lives matter,0,1,0,0,0,0,0,0,0,0,0
7.51561e+17,ignorance comes with hatred hatred takes innocent lives all lives matter prayfor dallas,0,0,0,0,0,0,0,0,0,0,1
3.68059e+16,please do not let our veterans be considered criminals for using a natural supplement i am kratom keep kratom legal kratom,0,0,0,0,0,0,1,0,0,0,0
6.26581e+17,black lives matter communist coward gay anarchist deceivers all lives matter video,0,1,0,0,0,0,0,0,0,0,0
6.19151e+17,rk damages awarded for horrific injustice by home affairs officials was this injustice prompted by xenophobia ht,0,0,0,0,0,0,1,0,0,0,1
2.652e+17,at user at user at user damn shame he is a republican lol,0,0,0,0,0,0,0,1,0,0,0
7.99356e+17,holy frick,0,1,0,0,0,0,0,0,0,0,0
2.06938e+16,fortunately you have more compassion and empathy than mr who desolates the world,0,0,0,0,0,1,0,0,0,0,0
559.0,she got ta shape up her pussy lips tho whole wheat organic pussy,0,1,0,0,0,0,0,0,0,0,0
6.92438e+17,women are not things they are sacred justice or else farrakhan quote,1,0,1,0,0,0,0,0,0,0,0
5.95937e+17,lost girl ladies rip and other canceled shows this week,0,1,0,0,0,0,0,0,0,0,0
5.92894e+17,more racist propaganda by the media baltimore riots baltimore protest fuck them niggas,0,0,0,0,0,0,0,1,0,0,0
5.93383e+17,maryland athletes ask are we still thugs when you pay to watch us play sports baltimore riots balitmore uprising,0,0,0,0,0,0,1,1,0,0,0
8694.0,chicks be mad at me for tweetin about hoes like i am talkin about a specific someone lol sorry ladies if the shoe fits then wear it,0,1,0,0,0,0,0,0,0,0,0
2.63862e+17,shoutout to the looters sandy anarchy,0,0,0,0,0,0,1,0,1,0,0
6.02484e+17,big up and nuff respect to officer okes example of serving and protecting citizens of this country all lives matter,0,1,0,0,0,0,0,0,0,0,0
6.78913e+17,black lives matter activists declare solidarity with palestine all lives matter black lives matter anonymous,0,0,0,0,1,0,0,0,0,0,0
6.96561e+17,blacklives don tmatter if you disrespect the law alllivesmatter,0,0,0,0,0,0,0,0,1,0,0
7.86699e+16,can not read a constitution or obey the oath you swore trump russia cover up muellerand comey fox,0,1,0,0,0,0,0,0,0,0,0
7.54751e+17,those who serve and protect are duty bound to uphold the liberties of citizens without regards to race class or creed all lives matter,1,0,0,0,0,1,0,0,0,0,0
5.47741e+17,you can peacefully demand better treatment by the police there is no reason to fear and disrespect all officers all lives matter,0,0,0,0,0,1,0,0,0,1,0
2.63494e+17,at user at user amen he deserves it i respect a person who stands for what they believe even if i disagree this time i agreed,0,0,0,0,0,0,0,0,0,1,0
3.85786e+16,gratifying to hear connect courageous support for israel inherent in historic recognition of jerusalem to the courageous legacy of jack kemp as a soldier for the us israel relationship kemp foundation,0,1,0,0,0,0,0,0,0,0,0
5.93715e+17,over k estimated to have protested in nyc tonight in solidarity with the baltimore uprising resistance is existence,0,0,0,0,1,0,0,0,0,0,0
5.90477e+17,on the autopsy leaves us with just as many questions as it answers freddie gray,0,1,0,0,0,0,0,0,0,0,0
770.0,ray rice is a bitch just saying,0,1,0,0,0,0,0,0,0,0,0
6.11507e+17,looking right at you any comments on the charleston shooting by an armed terrorist black lives matter unidos vencimos,0,1,0,0,0,0,0,0,0,0,0
5.98236e+17,any loss of life is sad but cops have to be able to protect themselves in order to protect a community tony robinson all lives matter,0,0,0,0,0,0,0,0,0,0,1
7.42439e+17,us black lives matter y all no all lives matter y all homophobic hate crime them no terrorist against humanity exactly,0,1,0,0,0,0,0,0,0,0,0
7.55102e+17,the way these black lives matter chaos activists use conditioning fear and instability against the democratic society reminds me the comunist propaganda,0,1,0,0,0,0,0,0,0,0,0
6.52141e+17,when in doubt default to first three red cross fundamental principles of humanity impartiality neutrality,1,0,0,0,0,1,0,0,0,0,0
7.89948e+17,we ve got to make sure that women and girls are treated with the dignity and respect in our country that we deserve,0,1,0,0,0,0,0,0,0,0,0
16257.0,it ain t nuttin to cut that bitch off,0,1,0,0,0,0,0,0,0,0,0
5.91712e+17,breaking eye witness of gilmore homes has video of bpd taking freddie gray pulled out put back in van,0,1,0,0,0,0,0,0,0,0,0
5.52813e+17,truth all lives matter freedom fighters if law enforcement officers want respect they can start by deserving it,0,0,0,0,0,0,0,0,0,1,0
5.94813e+17,what does the prosecution needs to do to convict the baltimore in the death of freddie gray,0,1,0,0,0,0,0,0,0,0,0
2.63056e+17,at user good are you going to quit trashing him and start telling the truth about his leadership,0,0,0,0,0,0,0,0,1,0,0
5.96153e+17,void infinite yeah i know,0,1,0,0,0,0,0,0,0,0,0
5.47712e+17,holy shit another killing antonio martin all lives matter when will this stop,0,0,0,0,0,0,0,0,0,0,1
2.64578e+17,at user brought some brass respect sandyhelp immabrassplayer ithinkthingslikethatarecool donate,0,1,0,0,0,0,0,0,0,0,0
2.63322e+17,at user defending muslim pick for judge ûïthis shariah law business is crap and i ûªm tired of dealing with the crazies û �,0,1,0,0,0,0,0,0,0,0,0
6.92641e+17,justice is the birthright of every human being min farrakhan quote,1,0,0,0,0,0,0,0,0,0,0
5.90486e+17,gop american regressives basic concepts americans fail to grasp via blue progressive,0,1,0,0,0,0,0,0,0,0,0
969.0,bet you all bitches was deaf to mc lyte is words about being treated like a queen huh,0,1,0,0,0,0,0,0,0,0,0
2.63712e+17,law firms courts and schools struggle to cope in hurricanesandy is wake url,0,0,0,0,0,0,0,0,0,0,1
5.89492e+17,how to incorporate risk management into assurance level determination,0,1,0,0,0,0,0,0,0,0,0
7686270000000000.0,is a russian spy,0,1,0,0,0,0,0,0,0,0,0
5.91612e+17,screaming with crushed voice box and standing with severed spine freddie gray h,0,1,0,0,0,0,0,0,0,0,0
2.64367e+17,heartfelt thanks and appreciation to those offering assistance to patients friends families and others affected by hurricane sandy,0,0,0,0,0,1,0,0,0,0,0
6.01977e+17,solidarity not your mascot say her name black lives matter,0,0,0,0,1,0,0,0,0,0,0
1.90569e+17,we hope to see some lovely gamma phi ladies at is k run on april th register at the student center,0,1,0,0,0,0,0,0,0,0,0
8.20946e+17,the purpose of human life is to serve and to show compassion and the will to help others ~ albert schweitzer madonsela wef,0,0,0,0,0,1,0,0,0,0,0
5.91656e+17,just reached out to to see what their crowd traffic control is for sat freddie gray protest org ex,0,1,0,0,0,0,0,0,0,0,0
5.64136e+17,all lives matter equality for all,1,0,0,0,0,0,0,0,0,0,0
6.31442e+17,right wing logic you need guns to shoot tyrants but always obey the police top conservatives on tweeter unite blue black lives matter,0,0,0,0,0,0,0,0,0,1,0
2.63656e+17,sorry for people who had to suffer the strength of sandy stay strong,0,0,0,0,0,1,0,0,0,0,1
1089.0,como se llama el ni o am is delgado de jap n yocomo poko gino,0,1,0,0,0,0,0,0,0,0,0
6.1062e+17,black lives matter all lives matter all creation matters how could anyone harm any of god is wonderful,0,0,0,0,0,0,0,0,0,0,1
9805.0,got this bad spanish bitch,0,1,0,0,0,0,0,0,0,0,0
1.96488e+16,sexual predators hall of fame incl dsk hef cosby the donald weinstein and lots more who use power to get sex,0,0,0,1,0,0,0,0,1,0,0
5.94173e+17,depraved heart murder is acting in gross negligence with a callous disregard for human life freddie gray,0,0,0,0,0,0,0,0,0,0,1
2.63344e+17,holy crap hahaahahah sandy jimyfallon url,0,1,0,0,0,0,0,0,0,0,0
5.80058e+17,injustice in canada is courts frame up black lives matter lsuc stephen harper injustice all lives matter rcmp,0,0,0,0,0,0,1,0,0,0,0
5.87117e+17,got ta show me the little taqueria holes ok hand medium light skin tone,0,1,0,0,0,0,0,0,0,0,0
1186.0,wasn t that great to me either equalizer was trash denzel officially washed bruh neither was flight,0,1,0,0,0,0,0,0,0,0,0
14213.0,political ass bitches,0,1,0,0,0,0,0,0,0,0,0
49.0,these hoes like niggas that spend money not talk bout it,0,1,0,0,0,0,0,0,0,0,0
6.95673e+17,traitor eric holder praises black lives matter domestic terrorist organization,0,0,0,0,0,0,0,1,0,0,0
7.59165e+17,i am cute as gosh and trans cry your woc bro tears in mug all lives matter,0,1,0,0,0,0,0,0,0,0,0
2.65554e+17,at user at user nbc well thank god for that right who needs money to clean up and for the necessities right extremesarcasm,0,1,0,0,0,0,0,0,0,0,0
