tweet_id,text,fair,amoral,pure,degradation,allegiance,care,cheating,betrayal,collapse,leadership,harm
5.40465e+17,there is not enough love compassion understanding in this world people quickly judge hate kill destroy for selfish gain all lives matter,0,0,0,0,0,1,0,0,0,0,0
8.18186e+17,for the sake of our planet humanity has the moral responsibility to ban fracking,0,1,0,0,0,0,0,0,0,0,0
7.36049e+17,solidarity in uprising black lives matter stay woke bet,0,0,0,0,1,0,0,0,1,0,0
5.34752e+16,porn star reportedly spoke to journalist in about trump settlement fearing he would not pay up shithole president,0,1,0,0,0,0,0,0,0,0,0
2.63456e+17,at user much respect to you for your honesty in this political age gov,0,0,0,0,0,0,0,0,0,1,0
4.30201e+17,injuries are stupid,0,1,0,0,0,0,0,0,0,0,0
5.91547e+17,you may be required to work with people who are confrontationa more for cancer,0,1,0,0,0,0,0,0,0,0,0
6.70376e+17,black lives matter all lives matter nypd arrest black lives matter protesters rallying in solidarity with,0,0,0,0,1,0,0,0,0,0,0
5.90961e+17,kill the masters,0,1,0,0,0,0,0,0,0,0,0
5.91888e+17,huge money,0,1,0,0,0,0,0,0,0,0,0
8.36858e+17,it is not required by scripture but fascists always love a uniform,0,1,0,0,0,0,0,0,0,0,0
2.6297e+17,one of the many reasons why i respect our military sandy americanheros url,0,0,0,0,0,0,0,0,0,1,0
5394.0,my lifestyles raw dog one magnum will put a dickhead in the hole and that was cumin out of the pussy lips,0,1,0,0,0,0,0,0,0,0,0
5.90332e+17,once again video forces the public and the media to at least question the official police narrative freddie gray,0,0,0,0,0,0,1,0,0,0,0
15672.0,oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao,0,1,0,0,0,0,0,0,0,0,0
2.63493e+17,plz flw at user gorilla casting society presents artios awards the casting society of url hurricanesandy,0,1,0,0,0,0,0,0,0,0,0
2.59029e+17,looking for fun volunteer opportunities love animals look no further than the wenatchee valley humane society apply today volunteer,0,1,0,0,0,0,0,0,0,0,0
2.64071e+17,at user at user he is embodying the true meaning of public servant,0,0,0,0,0,0,0,0,0,1,0
5.9493e+17,martin omalley said he is going to announce in baltimore he do not want that work bmore say how you wanna carry it baltimore uprising,0,1,0,0,0,0,0,0,0,0,0
2.64053e+17,david rohde superstorm sandy has exposed newyorkcity is hideous inequality url at user,0,0,0,0,0,0,1,0,0,0,0
5.91773e+17,protest has reached the eutaw st gate at camden yards baltimore freddie gray,0,1,0,0,0,0,0,0,0,0,0
1162.0,rape cannibalism you will not recognize the original versions of these fairy tales man wtf,0,1,0,0,0,0,0,0,0,0,0
8.11541e+17,newt slimy swamp creature scum,0,1,0,0,0,0,0,0,0,0,0
3.36984e+16,thanksgiving in the usa all these evil secret society cult groups run by the kkk sheriff with his deputies causing trouble harassing stalking me in alabama all built on fabricated crimes lies time to stop evil corruption,0,0,0,0,0,0,1,0,0,0,1
7.2706e+17,stop shaving it is your manly dignity black twitter israel united in christ blackmen black lives matter hispanic twitter black jesus,0,1,0,0,0,0,0,0,0,0,0
13357.0,my favorite is picslip that is a dumb bitch who just posted a pic and is not sure she should have or not,0,1,0,0,0,0,0,0,0,0,0
8.34452e+17,thanks for following us for more digital marketing advice trivia giveaways like us on fb via,0,1,0,0,0,0,0,0,0,0,0
5.93916e+17,i think if the continues to deflect questions or simply refuse to answer them the situation will only get worse gre,0,0,0,0,0,0,0,1,0,0,0
5.93163e+17,ppl do not die from natural causes anymore we no longer have to worry about each other causing harm but got ta worry bout black lives matter,0,0,0,0,0,0,0,0,0,0,1
8.24202e+17,with trump is global gag rule his vendetta against reproductive rights of those with wombs i will never not share,0,0,0,0,0,0,1,0,0,0,0
2.03691e+16,and to ensure fair and impartial administration of justice for all americans,1,0,0,0,0,0,0,0,0,1,0
6046.0,had da bitches rockin in da club wit my boy connor,0,1,0,0,0,0,0,0,0,0,0
7.50956e+17,nobody deserves to die as cruel as trayvon the people in orlando or alton sterling because all lives matter,0,1,0,0,0,0,0,0,0,0,0
7.51202e+17,alton sterling rip alton sterling philando castile rip philando castile innocent human beings black lives matter all lives matter,0,1,0,0,0,0,0,0,0,0,0
2.65204e+17,sandy is devastation loss of life homes jobs amp billions in damage help those affected recover text redcross to to donate,0,0,0,0,0,1,0,0,0,0,1
3946.0,is such a hoe wear your shoes ya big bitch you missed the couch shot ray allen bailed you out pussy,0,1,0,0,0,0,0,0,0,0,0
6.53884e+16,that metoo was start when harvey weinstein got busted it wasn t because of trump minutes,0,1,0,0,0,0,0,0,0,0,0
9.44708e+16,best show ever tonight david thank you always such an inspiration udd udef udc udffc,0,1,0,0,0,0,0,0,0,0,0
2.50538e+16,ugh a great travesty of our justice system lock them all up,1,0,0,0,0,0,1,0,0,0,0
6.59945e+17,black lives matter op kkk op anti fa we have got another st amendment white supremacist fascist traitor here,0,0,0,0,0,0,0,1,0,0,0
6.72306e+17,black lives matter is pissed off because it wasn t white red necks that did this the san bernadino shooting has got to really be pissing off mizzou black lives matter since the spotlight is off them yet again sjw,0,1,0,0,0,0,0,0,0,0,0
5.83783e+17,should not have cheated on me smirking face miles round trip,0,0,0,0,0,0,1,0,0,0,0
4.64217e+16,sir maam thank y all for this christmas happy new year card very classy i will be printing and framing it to hang in my office it will hang next to the thank you letter you sent after we voted you into office we all will have a great year,0,0,0,0,1,0,0,0,0,1,0
11297.0,i wanna eat the fuck you talking bout then bitch,0,1,0,0,0,0,0,0,0,0,0
2229.0,doesn t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good,0,1,0,0,0,0,0,0,0,0,0
5.90327e+17,my god a severed spine what is the difference between brutality excessive force and torture freddie gray,0,1,0,0,0,0,0,0,0,0,0
8.26193e+17,a vicar is daughter should know exodus thou shalt neither vex a stranger nor oppress him for ye were strangers in the land of egypt,0,1,0,0,0,0,0,0,0,0,0
17405.0,friends a proud hindu n shivsainik brother shri ramesh jadhav was murdered by jihadis plz help trend ramesh jadhav,0,1,0,0,0,0,0,0,0,0,0
5.54114e+17,racism and homophobia the fight for equality still continues no justice no peace leelah alcorn all lives matter hate is never ok,1,0,0,0,0,0,0,0,0,0,0
2185.0,does backflip thissssssss you niggas switch up your opinions like faggots,0,1,0,0,0,0,0,0,0,0,0
2.63046e+17,hurricane sandy is our fault i apologize on behalf of all gays,0,0,0,0,0,0,0,0,1,0,0
6.33342e+17,how do we teach compassion to a society that has forgotten how to human noh no trump humanist black lives matter,0,0,0,0,0,1,0,0,0,0,0
5.37438e+17,wild seeing protest take over flatbush ave bk right now justice for mike brown black lives matter,0,1,0,0,0,0,0,0,0,0,0
5.91246e+17,productivity hacks from successful entrepreneurs,0,1,0,0,0,0,0,0,0,0,0
5.9496e+17,watch the assault this peaceful protestor last night he left on a stretcher baltimore uprising,0,0,0,0,0,0,1,1,0,0,0
6.30682e+17,obey the law ferguson mike brown black lives matter christian taylor,0,0,0,0,0,0,0,0,0,1,0
8569.0,can not find my bc powder i will just chug this children is advil,0,1,0,0,0,0,0,0,0,0,0
1962.0,if you got netflix watch fresh that hoe live from now on my name is chuck e i am not chuckie no more,0,1,0,0,0,0,0,0,0,0,0
2.63069e+17,sandy a big fight with god amp the devil god please keep them safe,0,0,0,0,0,1,0,0,0,0,0
7.95738e+17,of americans believe committed sexual assault he is a filthy predator of young women,0,0,0,1,0,0,0,0,0,0,1
7.55066e+17,support and pray for law enforcement gearfire all lives matter,0,0,0,0,1,1,0,0,0,1,0
5.43794e+17,life is a precious gift from god let us treat every human being with dignity respect pray for peace healing justice black lives matter,0,0,1,0,0,1,0,0,0,0,0
6.99431e+16,breaking stl hey kmov will you confirm that is phillip taylor sneed his ex wife is katrina kitty anne sneed is the hairdresser who had an affair with gov eric greitens it us all starting to make sense now,0,0,0,0,0,0,1,0,0,0,0
2.64533e+17,compassion is not weakness and concern for the unfortunate is not socialism hubert h humphrey gop tcot teaparty sandyhelp,0,0,0,0,0,1,0,0,0,0,0
8.2781e+17,freelancers form a cornerstone of the future workplace according to insight future of work,0,1,0,0,0,0,0,0,0,0,0
7.54782e+17,blue lives matter all lives matter you pandering twit we must answer our grief and horror with a renewed commitment to peace and justice baton rouge black lives still matter,1,0,0,0,0,0,0,0,0,0,0
5.95518e+17,from best guy ever to bestest guy i know real quick smiling face with heart eyes,0,1,0,0,0,0,0,0,0,0,0
5.95633e+17,ask chris what is the one thing that you wish you could have for a birthday gift today that money can not buy,0,1,0,0,0,0,0,0,0,0,0
5.87944e+17,weekly commodities outlook april gold silver platinum oil nat gas corn wheat view report here,0,1,0,0,0,0,0,0,0,0,0
4.56011e+17,true friendship,0,0,0,0,1,0,0,0,0,0,0
2.64017e+17,campaign mgr for a cngrss gop candidate in nyc tweets blatant lies about sandy trying to instill fear integrity rules url,0,0,0,0,0,0,1,0,1,0,0
6.34406e+17,no one can beat kindness all lives matter,0,0,0,0,0,1,0,0,0,0,0
11450.0,i will be a dick if you wanna act like a pussy,0,1,0,0,0,0,0,0,0,0,0
13038.0,man i swear today is like nation hit tony while he is driving day this chink almost smashed into me,0,1,0,0,0,0,0,0,0,0,0
9047.0,do not kiss these hoes in the mouth unless you have to,0,1,0,0,0,0,0,0,0,0,0
2.62919e+17,those gays are at it again christian preacher blames gays for hurricanesandy url freaks idiots sandy,0,0,0,0,0,0,0,0,1,0,0
2.6518e+17,at user mtp please don t regret telling at user joe to stop being so narrow minded he is acting like at user,0,1,0,0,0,0,0,0,0,0,0
2.64577e+17,i am so disappointed to see celebrities waste efforts on political jokes rather than disaster relief for sandy victims shameful,0,1,0,0,0,0,0,0,0,0,0
7.54386e+17,all lives matter is a cry against racism against singling out any race for unfair or special treatment top conservatives on tweeter,0,1,0,0,0,0,0,0,0,0,0
2.63295e+17,very annoying at user journalist harassing poor sandy victims in new jersey to get a sound bite terrible,0,1,0,0,0,0,0,0,0,0,0
2.30979e+16,i hope realizes what a great ally friend and fellow patriot is jeff flake,0,0,0,0,0,0,0,0,0,1,0
2.2327e+16,was born without a compassion gene he is genetically incable of showing any form of compassion to another human being,0,0,0,0,0,0,0,0,1,0,1
3.2402e+16,military supposed to obey the president time to fire this hack,0,0,0,0,0,0,0,0,1,1,0
7.51493e+17,all lives matter one human family may we honor and revere the dignity of every human life no,0,1,0,0,0,0,0,0,0,0,0
6.25585e+17,what a horrible act of blatant racism black lives matter,0,0,0,0,0,0,1,0,0,0,1
2.62553e+17,wow had an embarrassing halloween sorry to whoever i offended thank god frankenstorm is coming redemption,0,1,0,0,0,0,0,0,0,0,0
2.63553e+17,sandy destruction url,0,0,0,0,0,0,0,0,0,0,1
7.32237e+17,black palestinian solidarity video free palestine black lives matter,0,0,0,0,1,0,0,0,0,0,0
8921.0,debating feminism with a gay professor uninformed girls and low iq rednecks is not my idea of a fun wednesday night,0,1,0,0,0,0,0,0,0,0,0
5.33576e+17,white fear white guilt racism promotes dehumanization on all levels historic psychological etc solidarity black lives matter ferguson,0,0,0,0,1,0,0,0,0,0,0
5.91139e+17,photoset iwriteaboutfeminism ahead of tonight is freddie gray protest in baltimore police attempt to,0,1,0,0,0,0,0,0,0,0,0
7.93155e+17,i suppose trump is worry of voter fraud does not exist when his own supporters do it thinking face never trump,0,0,0,0,0,0,1,0,0,0,0
8477.0,but atleast they let me know ur a faggot if you keep those type of twitter secrets,0,1,0,0,0,0,0,0,0,0,0
6.37081e+17,lord make me an instrument of thy love kindness compassion and peace black lives matter black lives matter victims,0,0,0,0,0,1,0,0,0,0,0
5.2501e+17,solidarity black lives matter,0,0,0,0,1,0,0,0,0,0,0
15048.0,great weather to hit up the slopes this weekend open saturday c owx ski season ht,0,1,0,0,0,0,0,0,0,0,0
2.63113e+17,i wonder how much relief aid the so called social welfare organizations will give to helping people harmed by sandy,0,0,0,0,0,0,0,0,0,0,1
5.62355e+17,cruel smiling face with heart eyes,0,1,0,0,0,0,0,0,0,0,0
4675.0,i could have that chick there boobs in my face and score the fight better than the bitch that made it,0,1,0,0,0,0,0,0,0,0,0
8.23716e+17,a empathy is the heart of a great classroom culture through empathy ss learn to understand each other build relationships co lchat,0,0,0,0,0,1,0,0,0,0,0
6209.0,i am referring to the second down put vick in slot play trash,0,1,0,0,0,0,0,0,0,0,0
12114.0,including ya size hoe,0,1,0,0,0,0,0,0,0,0,0
5.05712e+17,solidarity foreverfergusonheals tlmike brown black lives matter,0,0,0,0,1,0,0,0,0,0,0
2.63142e+17,so sorry the millions of innocents effected by sandy think climate change amp anthropocene we need to protect amp respect mother nature,0,0,0,0,0,1,0,0,0,0,1
7.41378e+17,sending unbaptized unborn to place distant from god causes revulsion all lives matter,0,0,0,1,0,0,0,0,0,0,0
7.37457e+17,fraud much c aprimary n jprimary black lives matter which hillary bernie or bust black women latinos see you in philly bernie,0,0,0,0,0,0,1,0,0,0,0
5.37864e+16,that tweet should totally be retweeted by the utter hysteria that would ensue would be absolutely hilarious to watch and mock,0,1,0,0,0,0,0,0,0,0,0
4.43897e+17,the word of god empowers us to remove impurity by strengthening us to live holy and overcome temptation,0,0,1,0,0,0,0,0,0,0,0
2.63258e+17,republicans not democrats show concern for nations poor url insen redin ohsen flsen mosen tx misen sandy txsen,0,1,0,0,0,0,0,0,0,0,0
2.62626e+17,god damnit sandra what happened to our trust sandy url,0,1,0,0,0,0,0,0,0,0,0
5.47063e+17,police lives matter all lives matter i support all dedicated police who honor their oath to protect and serve we mourn the loss of nypd,0,1,0,0,0,0,0,0,0,0,0
6.33046e+17,one word coward black lives matter saneness matters,0,1,0,0,0,0,0,0,0,0,0
3.88199e+16,he has hurt or tried to hurt many people he is a mean bastard all franken outnumbered,0,0,0,0,0,0,0,0,0,0,1
2.64368e+17,redstar rescue team brings hope to animal victims of sandy need your help text humane to to donate,0,0,0,0,0,1,0,0,0,0,0
6.51764e+17,the fox news guest writing black lives matter on a coffee cup promotes violence against police,0,0,0,0,0,0,0,0,0,0,1
5.90229e+17,obstacles are those frightful things you see when you take your eyes off your goal henry ford goal setting ceo,0,1,0,0,0,0,0,0,0,0,0
7.69054e+17,tomorrow night fun k starts at,0,1,0,0,0,0,0,0,0,0,0
8.36907e+17,♪ unmovable unshakable god we worship the only true living god saxophone mm praise,0,1,0,0,0,0,0,0,0,0,0
7.52848e+17,free pastor evan help him end zimbabwe is unethical arrogant despotism all who are alignedit all lives matter even if mugabe rules my flag,0,1,0,0,0,0,0,0,0,0,0
7.95484e+17,one day i will find someone who is loyal and will love me unconditionally,0,0,0,0,1,1,0,0,0,0,0
7.56337e+17,mighty big elephant you got there darkies all lives matter but especially the white and blue ones no other lives to see here folks,0,1,0,0,0,0,0,0,0,0,0
6.39922e+17,megan we hate injustice inequality and deplore it is perpetrators where do you stand on injustice and inequality blm,0,0,0,0,0,0,1,0,0,0,0
5.06053e+16,humans who show kindness to animals have kindness and compassion in their hearts may god bless all those people and surround them with love always,0,0,1,0,0,1,0,0,0,0,0
2.63172e+17,some religious nut said sandy is god is punishment for gay marriage so are tornados punishment for racism bigotry and rape,0,0,0,1,0,0,0,0,1,0,0
1.82928e+16,new trump holidays freedom from being able to say is father and step father were in fact muslims day,1,0,0,0,0,0,0,0,0,0,0
5.37079e+17,the injustice system wins again ferguson mike brown black lives matter all lives matter,0,0,0,0,0,0,1,0,0,0,0
2.63818e+17,mutant sandy rat url,0,1,0,0,0,0,0,0,0,0,0
7.52049e+17,asianam stand with all lives matter blue lives matter dallas asians cops fuck racist terror group blacklivesmatter,0,1,0,0,0,0,0,0,0,0,0
5.9484e+17,worth perfume poster vintage advertising french ad by oldmag via etsymntt a team,0,1,0,0,0,0,0,0,0,0,0
5.91318e+17,we are happy to be a part of this poetry reading at on in celebration of npm,0,1,0,0,0,0,0,0,0,0,0
7.55127e+17,all lives matter indifferent to animals plants robots deities microscopic organisms,0,1,0,0,0,0,0,0,0,0,0
7.3478e+17,zero compassion for thugs freddie gray michael brown black lives matter,0,1,0,0,0,0,0,0,0,0,0
9.28741e+16,let god is perfect purposes be done let our leaders strive for true righteousness and heaven on earth protect their lives and surround them all with wise and godly counsel maga,0,0,1,0,0,1,0,0,0,0,0
5.91431e+17,well said freddie gray,0,1,0,0,0,0,0,0,0,0,0
5.96287e+17,please do a video on girls do not get dressed up for boys revolving hearts,0,1,0,0,0,0,0,0,0,0,0
1.41916e+17,nothing like a fire alarm to get the blood pumping luckily no harm done,0,1,0,0,0,0,0,0,0,0,0
5.8425e+17,justice for kenya black lives matter,1,0,0,0,0,0,0,0,0,0,0
5.51537e+17,petit bourgeois class treason is loyalty to humanity all lives matter,0,1,0,0,0,0,0,0,0,0,0
4.67354e+17,social media helped with social justice to bring attention to allegiance and story on internment of japaneseamerican take is take,1,0,0,0,0,0,0,0,0,0,0
4.00825e+16,let us be clear roy moore would rather disobey the constitution than render unto ceasar,0,0,0,0,0,0,0,0,1,0,0
7494.0,good read why your cat thinks you are a huge unpredictable ape,0,1,0,0,0,0,0,0,0,0,0
6.51081e+17,black lives matter has invaded sacred police ground dunkin donuts,0,0,1,0,0,0,0,0,0,0,0
7.98753e+17,love these simple but impactful acts of kindness ideas for families,0,0,0,0,0,1,0,0,0,0,0
3.19135e+16,corruption scandals rape blatant shameless lies incompetence and moral degradation and outright theft is how the lord almighty is punishing you,0,0,0,1,0,0,1,0,0,0,1
5.93549e+17,wow thousands are there at city hall for equal rights of the blacks in usa baltimore riots freddie gray,0,0,0,0,1,0,0,0,0,0,0
6.30452e+17,ferguson taught me what civil disobedience really means we shut shit down united we fight black lives matter black august,0,0,0,0,0,0,0,0,1,0,0
5.9391e+17,police and national guard in baltimore discuss reports on possible causes for the death of freddie gray watch cnngo,0,1,0,0,0,0,0,0,0,0,0
7.55125e+17,obama has done nothing but weaken this nation killed binladin big deal chief isis black lives matter traitor coward muslim,0,0,0,0,0,0,0,1,0,0,1
2.63422e+17,natural disaster god is gracious reminder that this world is not eternal everything is passing away sandy eternalfocus,0,0,0,0,0,0,0,0,0,0,1
7.94882e+16,dump trump impeach trump we just received word that this nazi inspired armband is the new maga uniform being marketed to stupid children by just kidding it us david hogg and the tide pod army,0,0,0,0,0,0,0,0,1,0,0
8.39633e+17,fact protecting americans health care is too important to not fight back against this devastating bill pay more for les,0,0,0,0,0,1,0,0,0,0,0
5.4649e+17,hatred can not solve problems anyone condoning vengeance is part of the problem all lives matter,0,0,0,0,0,0,0,0,0,0,1
5.89963e+17,state of md instead otherwise this investigation will b deliberately compromised its findings a joke freddie gray,1,0,0,0,0,0,1,0,0,0,0
5.93652e+17,feeling like jegede trap queen babes are not smilin,0,1,0,0,0,0,0,0,0,0,0
5.92875e+17,bcpd actions are straight out of the cointelpro playbook trying to tarnish and silence dissent and criticism of bcpd for freddie gray,0,0,0,0,0,0,1,0,0,0,0
7.47484e+17,can not mute enough words to enjoy my tl today justin timberlake is all lives matter is exactly what i expected from him what y all expected,0,1,0,0,0,0,0,0,0,0,0
5.8955e+17,we are about to play just gettin started by listen vote more,0,1,0,0,0,0,0,0,0,0,0
5.40277e+16,this senator graham is so out of touch he is talking like democrats what is going on with him he is against everything you want he can not be serious if he thinks someone will agree with his proposal i really think he should change of party,0,1,0,0,0,0,0,0,0,0,0
2626.0,obama is bitch,0,1,0,0,0,0,0,0,0,0,0
2.64161e+17,social media for social good as sandy pounded nyc fire department worker was a twitter lifeline url social nyfd at user,0,1,0,0,0,0,0,0,0,0,0
4.41856e+17,if you are working out in preparation for spring break make sure you tell everyone a bunch of times or they might not know,0,1,0,0,0,0,0,0,0,0,0
7.53926e+17,alllives matter when there is respect for authority outcomes proves different respect responds with respect,0,0,0,0,0,0,0,0,0,1,0
8852.0,damn i am in da mood to eat sum pussy who got it fresh on a platter for me teamfluffnevabluff,0,1,0,0,0,0,0,0,0,0,0
2.64171e+17,at user so touched by your compassion listening to those people giving them hope,0,0,0,0,0,1,0,0,0,0,0
7.32437e+17,all lives matter undermining her feelings does not make you a better person hypocrite actually,0,1,0,0,0,0,0,0,0,0,0
2.64027e+17,after the storm come the scams fake contractors bogus charities and price gouging expected url sandy,0,0,0,0,0,0,1,0,0,0,0
8.38927e+17,the chief value of hinduism is the belief that all life is one coming from the one universal source call it allah god or parameshwara,0,0,1,0,1,0,0,0,0,0,0
5658.0,that is wassup how you got bitches sending you booty pics tho lol,0,1,0,0,0,0,0,0,0,0,0
6.36873e+17,right wing logic you need guns to shoot tyrants but always obey the police top conservatives on tweeter unite blue black lives matter,0,0,0,0,0,0,0,0,0,1,0
7.57721e+17,obama what if you disrespect not obey authority like black lives matter that goes up one level domestic terrorist,0,0,0,0,0,0,0,0,1,0,0
6534.0,shine bright like a bad bitch,0,1,0,0,0,0,0,0,0,0,0
5.92611e+17,this should have made the front page ofthe baltimore sun freddie gray,0,1,0,0,0,0,0,0,0,0,0
6.02556e+17,fail to obey and we will break your legs bds black lives matter,0,0,0,0,0,0,0,0,0,1,1
3964.0,i was gone once dog ran a coon up the transformer pole she picked it off with one shot and still had electricity,0,1,0,0,0,0,0,0,0,0,0
5.91231e+17,in tears listening to the stories of residents who saw badly beaten freddie gray taken into police custody black lives matter,0,1,0,0,0,0,0,0,0,0,0
568.0,that ain t bro moves that is hoe moves,0,1,0,0,0,0,0,0,0,0,0
8.31234e+17,trump is indonesian business partner brags about his access,0,1,0,0,0,0,0,0,0,0,0
4.08793e+17,thoughts and prayers for the family of nelson mandela and gratitude to the man who is an inspiration to all rest in peace sir,0,0,0,0,0,1,0,0,0,0,0
6.11751e+17,betrayal charleston shooting tiger woods black lives matter all lives matter disgrace,0,0,0,0,0,0,0,1,0,0,0
8.41429e+17,while some are conspiring to sabotage the entire country in collusion with imperialists via online fakenews for a token others arebreakinbad,0,0,0,0,0,0,0,0,1,0,0
2811.0,wussup bitch,0,1,0,0,0,0,0,0,0,0,0
7.51567e+17,injustice for one is injustice for all all lives matter,0,0,0,0,0,0,1,0,0,0,0
3.6688e+16,don ut hurt the covfefe,0,0,0,0,0,0,0,0,0,0,1
7.53929e+17,teach children compassion not cruelty boycott the circus all lives matter thank you for the vip shrine circus tickets everyone check out for awesome gta family activities,0,0,0,0,0,1,0,0,0,0,0
6.38145e+17,is a whacked out movement more divisiveness all lives matter education two parent household respect for authority matter,0,0,0,0,0,0,0,0,0,1,0
2.63406e+17,the strange allure of disaster porn via at user url sandy,0,0,0,0,0,0,0,0,0,0,1
14154.0,phil hughes looking like the phil hughes of old yankees mlb,0,1,0,0,0,0,0,0,0,0,0
6.1449e+17,when people say they are moving to canada bc of the marriage equality law being passed gay marriage has been legal there,1,0,0,0,0,0,0,0,0,0,0
8.34125e+16,q anon save the children pimp sentenced to years for sex trafficking minor,0,1,0,0,0,0,0,0,0,0,0
2.93492e+16,any empathy now,0,0,0,0,0,1,0,0,0,0,0
169.0,dry pussy bitches always blame it on the condom,0,0,0,0,0,0,1,0,0,0,0
5.53391e+17,now obama gave y all healthcare now free community college what else do you want black lives matter black twitter,0,1,0,0,0,0,0,0,0,0,0
7.85476e+17,i have zero tolerance for foolishness,0,1,0,0,0,0,0,0,0,0,0
7.59868e+17,simply another cowardly murdering terrorist organization blm,0,0,0,0,0,0,0,0,0,0,1
5.14839e+17,if you are experiencing any sort of sexual dryness down there you should start with a silicone lubricant,0,1,0,0,0,0,0,0,0,0,0
10460.0,i dog hoes not one but all hoes,0,1,0,0,0,0,0,0,0,0,0
5.89899e+17,freddie gray rally video will be published in about hour here,0,1,0,0,0,0,0,0,0,0,0
9.6384e+16,because if you are an american you can not help but be proud that we are ending the strife on the korean peninsula you can not shut your eyes to the fact that the iran deal was not beneficial to the united states or the world for that matter maga q anon,0,1,0,0,0,0,0,0,0,0,0
5.90291e+17,you can go you need tickets,0,1,0,0,0,0,0,0,0,0,0
7013.0,bitch got arms like piccolo,0,1,0,0,0,0,0,0,0,0,0
5.47977e+16,oh and i just heard an interesting first hand story from a former golf pro at your club that heeeee you instruct your caddies to always find the best lie for you neve stuck behind a tree right,0,0,0,0,0,0,1,0,0,0,0
5.53249e+17,those with real faith do not need to resort to violence to uphold it je suis charlie,0,0,0,0,0,0,0,0,0,0,1
5786.0,this is why i follow and love you bill i may bitch at you but i will never quit you,0,1,0,0,0,0,0,0,0,0,0
5.9411e+17,a must read article about what is behind the baltimore uprising its author joins me next,0,1,0,0,0,0,0,0,0,0,0
